Zip Code,City,State,Representative
60012,Mchenry,Illinois,"Lauren Underwood (link is external),"
60013,Mchenry,Illinois,"Sean Casten, Lauren Underwood,"
60014,Mchenry,Illinois,"Sean Casten, Lauren Underwood,"
60015,Lake,Illinois,"Bradley Scott Schneider (link is external),"
60016,Cook,Illinois,"Raja Krishnamoorthi, Janice D. Schakowsky, Bradley Scott Schneider,"
60017,Cook,Illinois,"Mike Quigley, Janice D. Schakowsky,"
60018,Cook,Illinois,"Mike Quigley, Raja Krishnamoorthi, Janice D. Schakowsky,"
60019,Cook,Illinois,
60020,Lake,Illinois,"Bradley Scott Schneider, Lauren Underwood,"
60021,Mchenry,Illinois,"Sean Casten (link is external),"
60022,Cook,Illinois,"Janice D. Schakowsky, Bradley Scott Schneider,"
60025,Cook,Illinois,"Janice D. Schakowsky, Bradley Scott Schneider,"
60026,Cook,Illinois,"Janice D. Schakowsky, Bradley Scott Schneider,"
60029,Cook,Illinois,"Janice D. Schakowsky (link is external),"
60030,Lake,Illinois,"Bradley Scott Schneider, Lauren Underwood,"
60031,Lake,Illinois,"Bradley Scott Schneider, Lauren Underwood,"
60033,Mchenry,Illinois,"Lauren Underwood, Adam Kinzinger,"
60034,Mchenry,Illinois,"Lauren Underwood (link is external),"
60035,Lake,Illinois,"Bradley Scott Schneider (link is external),"
60037,Lake,Illinois,"Bradley Scott Schneider (link is external),"
60038,Cook,Illinois,"Raja Krishnamoorthi (link is external),"
60039,Mchenry,Illinois,"Sean Casten (link is external),"
60040,Lake,Illinois,"Bradley Scott Schneider (link is external),"
60041,Lake,Illinois,"Bradley Scott Schneider (link is external),"
60042,Lake,Illinois,"Lauren Underwood (link is external),"
60043,Cook,Illinois,"Janice D. Schakowsky (link is external),"
60044,Lake,Illinois,"Bradley Scott Schneider (link is external),"
60045,Lake,Illinois,"Bradley Scott Schneider (link is external),"
60046,Lake,Illinois,"Bradley Scott Schneider, Lauren Underwood,"
60047,Lake,Illinois,"Sean Casten, Bradley Scott Schneider, Lauren Underwood,"
60048,Lake,Illinois,"Bradley Scott Schneider, Lauren Underwood,"
60049,Lake,Illinois,
60050,Mchenry,Illinois,"Bradley Scott Schneider, Lauren Underwood,"
60051,Mchenry,Illinois,"Bradley Scott Schneider, Lauren Underwood,"
60053,Cook,Illinois,"Janice D. Schakowsky, Bradley Scott Schneider,"
60055,Cook,Illinois,"Sean Casten (link is external),"
60056,Cook,Illinois,"Raja Krishnamoorthi, Janice D. Schakowsky, Bradley Scott Schneider,"
60060,Lake,Illinois,"Sean Casten, Bradley Scott Schneider, Lauren Underwood,"
60061,Lake,Illinois,"Bradley Scott Schneider (link is external),"
60062,Cook,Illinois,"Janice D. Schakowsky, Bradley Scott Schneider,"
60064,Lake,Illinois,"Bradley Scott Schneider (link is external),"
60065,Cook,Illinois,"Bradley Scott Schneider (link is external),"
60067,Cook,Illinois,"Sean Casten, Raja Krishnamoorthi,"
60068,Cook,Illinois,"Janice D. Schakowsky, Bradley Scott Schneider,"
60069,Lake,Illinois,"Bradley Scott Schneider (link is external),"
60070,Cook,Illinois,"Janice D. Schakowsky, Bradley Scott Schneider,"
60071,Mchenry,Illinois,"Lauren Underwood (link is external),"
60072,Mchenry,Illinois,"Lauren Underwood (link is external),"
60073,Lake,Illinois,"Bradley Scott Schneider, Lauren Underwood,"
60074,Cook,Illinois,"Sean Casten, Raja Krishnamoorthi, Janice D. Schakowsky,"
60075,Lake,Illinois,"Lauren Underwood (link is external),"
60076,Cook,Illinois,"Janice D. Schakowsky (link is external),"
60077,Cook,Illinois,"Janice D. Schakowsky (link is external),"
60078,Cook,Illinois,"Sean Casten (link is external),"
60079,Lake,Illinois,"Bradley Scott Schneider (link is external),"
60081,Mchenry,Illinois,"Bradley Scott Schneider, Lauren Underwood,"
60082,Cook,Illinois,"Janice D. Schakowsky (link is external),"
60083,Lake,Illinois,"Bradley Scott Schneider, Lauren Underwood,"
60084,Lake,Illinois,"Lauren Underwood (link is external),"
60085,Lake,Illinois,"Bradley Scott Schneider (link is external),"
60086,Lake,Illinois,"Bradley Scott Schneider (link is external),"
60087,Lake,Illinois,"Bradley Scott Schneider, Lauren Underwood,"
60088,Lake,Illinois,"Bradley Scott Schneider (link is external),"
60089,Lake,Illinois,"Raja Krishnamoorthi, Bradley Scott Schneider,"
60090,Cook,Illinois,"Raja Krishnamoorthi, Janice D. Schakowsky, Bradley Scott Schneider,"
60091,Cook,Illinois,"Janice D. Schakowsky (link is external),"
60092,Lake,Illinois,
60093,Cook,Illinois,"Janice D. Schakowsky, Bradley Scott Schneider,"
60094,Cook,Illinois,"Sean Casten (link is external),"
60095,Cook,Illinois,"Raja Krishnamoorthi (link is external),"
60096,Lake,Illinois,"Bradley Scott Schneider (link is external),"
60097,Mchenry,Illinois,"Lauren Underwood (link is external),"
60098,Mchenry,Illinois,"Lauren Underwood (link is external),"
60099,Lake,Illinois,"Bradley Scott Schneider, Lauren Underwood,"
60101,Dupage,Illinois,"Raja Krishnamoorthi (link is external),"
60102,Mchenry,Illinois,"Sean Casten, Raja Krishnamoorthi, Lauren Underwood,"
60103,Dupage,Illinois,"Sean Casten, Raja Krishnamoorthi,"
60104,Cook,Illinois,"Danny K. Davis (link is external),"
60105,Dupage,Illinois,
60106,Dupage,Illinois,"Mike Quigley, Raja Krishnamoorthi,"
60107,Cook,Illinois,"Raja Krishnamoorthi (link is external),"
60108,Dupage,Illinois,"Raja Krishnamoorthi (link is external),"
60109,Kane,Illinois,"Lauren Underwood (link is external),"
60110,Kane,Illinois,"Sean Casten, Raja Krishnamoorthi,"
60111,Dekalb,Illinois,"Adam Kinzinger (link is external),"
60112,Dekalb,Illinois,"Lauren Underwood (link is external),"
60113,Ogle,Illinois,"Adam Kinzinger (link is external),"
60115,Dekalb,Illinois,"Lauren Underwood, Adam Kinzinger,"
60116,Dupage,Illinois,"Raja Krishnamoorthi (link is external),"
60117,Dupage,Illinois,"Raja Krishnamoorthi (link is external),"
60118,Kane,Illinois,"Sean Casten, Raja Krishnamoorthi,"
60119,Kane,Illinois,"Lauren Underwood (link is external),"
60120,Kane,Illinois,"Sean Casten, Raja Krishnamoorthi,"
60121,Kane,Illinois,"Sean Casten, Raja Krishnamoorthi,"
60122,Dupage,Illinois,"Sean Casten (link is external),"
60123,Kane,Illinois,"Sean Casten, Raja Krishnamoorthi,"
60124,Kane,Illinois,"Sean Casten, Lauren Underwood,"
60125,Dupage,Illinois,
60126,Dupage,Illinois,"Jesús G. ""Chuy"" García, Mike Quigley, Raja Krishnamoorthi,"
60128,Dupage,Illinois,"Sean Casten, Raja Krishnamoorthi,"
60129,Dekalb,Illinois,"Adam Kinzinger (link is external),"
60130,Cook,Illinois,"Danny K. Davis (link is external),"
60131,Cook,Illinois,"Mike Quigley (link is external),"
60132,Dupage,Illinois,"Sean Casten, Raja Krishnamoorthi,"
60133,Cook,Illinois,"Sean Casten, Raja Krishnamoorthi,"
60134,Kane,Illinois,"Lauren Underwood (link is external),"
60135,Dekalb,Illinois,"Lauren Underwood, Adam Kinzinger,"
60136,Kane,Illinois,"Sean Casten, Lauren Underwood,"
60137,Dupage,Illinois,"Sean Casten, Raja Krishnamoorthi,"
60138,Dupage,Illinois,"Sean Casten (link is external),"
60139,Dupage,Illinois,"Sean Casten, Raja Krishnamoorthi,"
60140,Kane,Illinois,"Lauren Underwood, Adam Kinzinger,"
60141,Cook,Illinois,"Danny K. Davis (link is external),"
60142,Mchenry,Illinois,"Sean Casten, Lauren Underwood,"
60143,Dupage,Illinois,"Raja Krishnamoorthi (link is external),"
60144,Kane,Illinois,"Lauren Underwood (link is external),"
60145,Dekalb,Illinois,"Adam Kinzinger (link is external),"
60146,Dekalb,Illinois,"Adam Kinzinger (link is external),"
60147,Kane,Illinois,"Lauren Underwood (link is external),"
60148,Dupage,Illinois,"Sean Casten, Raja Krishnamoorthi,"
60150,Dekalb,Illinois,"Adam Kinzinger (link is external),"
60151,Kane,Illinois,"Lauren Underwood (link is external),"
60152,Mchenry,Illinois,"Lauren Underwood, Adam Kinzinger,"
60153,Cook,Illinois,"Danny K. Davis (link is external),"
60154,Cook,Illinois,"Jesús G. ""Chuy"" García, Mike Quigley, Danny K. Davis,"
60155,Cook,Illinois,"Danny K. Davis (link is external),"
60156,Mchenry,Illinois,"Sean Casten, Lauren Underwood,"
60157,Dupage,Illinois,"Raja Krishnamoorthi (link is external),"
60159,Cook,Illinois,"Raja Krishnamoorthi (link is external),"
60160,Cook,Illinois,"Jesús G. ""Chuy"" García, Mike Quigley, Danny K. Davis,"
60161,Cook,Illinois,"Jesús G. ""Chuy"" García (link is external),"
60162,Cook,Illinois,"Jesús G. ""Chuy"" García, Mike Quigley, Danny K. Davis,"
60163,Cook,Illinois,"Jesús G. ""Chuy"" García, Danny K. Davis,"
60164,Cook,Illinois,"Jesús G. ""Chuy"" García, Mike Quigley,"
60165,Cook,Illinois,"Jesús G. ""Chuy"" García (link is external),"
60168,Cook,Illinois,"Raja Krishnamoorthi (link is external),"
60169,Cook,Illinois,"Raja Krishnamoorthi (link is external),"
60170,Kane,Illinois,
60171,Cook,Illinois,"Mike Quigley (link is external),"
60172,Dupage,Illinois,"Raja Krishnamoorthi (link is external),"
60173,Cook,Illinois,"Sean Casten, Raja Krishnamoorthi,"
60174,Kane,Illinois,"Sean Casten, Lauren Underwood,"
60175,Kane,Illinois,"Sean Casten, Lauren Underwood,"
60176,Cook,Illinois,"Mike Quigley (link is external),"
60177,Kane,Illinois,"Sean Casten, Raja Krishnamoorthi,"
60178,Dekalb,Illinois,"Lauren Underwood, Adam Kinzinger,"
60179,Cook,Illinois,"Raja Krishnamoorthi (link is external),"
60180,Mchenry,Illinois,"Lauren Underwood (link is external),"
60181,Dupage,Illinois,"Mike Quigley, Sean Casten, Raja Krishnamoorthi,"
60183,Kane,Illinois,"Lauren Underwood (link is external),"
60184,Dupage,Illinois,"Sean Casten (link is external),"
60185,Dupage,Illinois,"Sean Casten, Lauren Underwood,"
60186,Dupage,Illinois,"Lauren Underwood (link is external),"
60187,Dupage,Illinois,"Sean Casten, Raja Krishnamoorthi,"
60188,Dupage,Illinois,"Sean Casten, Raja Krishnamoorthi,"
60189,Dupage,Illinois,"Sean Casten, Lauren Underwood,"
60190,Dupage,Illinois,"Sean Casten, Lauren Underwood,"
60191,Dupage,Illinois,"Mike Quigley, Raja Krishnamoorthi,"
60192,Cook,Illinois,"Sean Casten, Raja Krishnamoorthi,"
60193,Cook,Illinois,"Raja Krishnamoorthi (link is external),"
60194,Cook,Illinois,"Raja Krishnamoorthi (link is external),"
60195,Cook,Illinois,"Sean Casten, Raja Krishnamoorthi,"
60196,Cook,Illinois,"Sean Casten, Raja Krishnamoorthi,"
60197,Dupage,Illinois,"Sean Casten (link is external),"
60199,Dupage,Illinois,"Sean Casten (link is external),"
60201,Cook,Illinois,"Janice D. Schakowsky (link is external),"
60202,Cook,Illinois,"Janice D. Schakowsky (link is external),"
60203,Cook,Illinois,"Janice D. Schakowsky (link is external),"
60204,Cook,Illinois,"Janice D. Schakowsky (link is external),"
60208,Cook,Illinois,"Janice D. Schakowsky (link is external),"
60209,Cook,Illinois,
60296,Cook,Illinois,
60297,Cook,Illinois,
60301,Cook,Illinois,"Danny K. Davis (link is external),"
60302,Cook,Illinois,"Danny K. Davis (link is external),"
60303,Cook,Illinois,"Danny K. Davis (link is external),"
60304,Cook,Illinois,"Jesús G. ""Chuy"" García, Danny K. Davis,"
60305,Cook,Illinois,"Jesús G. ""Chuy"" García, Danny K. Davis,"
60399,Dupage,Illinois,"Raja Krishnamoorthi (link is external),"
60401,Will,Illinois,"Robin L. Kelly (link is external),"
60402,Cook,Illinois,"Daniel Lipinski, Jesús G. ""Chuy"" García, Danny K. Davis,"
60403,Will,Illinois,"Daniel Lipinski, Bill Foster,"
60404,Will,Illinois,"Bill Foster, Lauren Underwood,"
60406,Cook,Illinois,"Bobby L. Rush, Robin L. Kelly,"
60407,Grundy,Illinois,"Adam Kinzinger (link is external),"
60408,Will,Illinois,"Adam Kinzinger (link is external),"
60409,Cook,Illinois,"Robin L. Kelly (link is external),"
60410,Will,Illinois,"Bill Foster, Lauren Underwood, Adam Kinzinger,"
60411,Cook,Illinois,"Robin L. Kelly (link is external),"
60412,Cook,Illinois,"Robin L. Kelly (link is external),"
60415,Cook,Illinois,"Daniel Lipinski (link is external),"
60416,Grundy,Illinois,"Adam Kinzinger (link is external),"
60417,Will,Illinois,"Robin L. Kelly (link is external),"
60419,Cook,Illinois,"Robin L. Kelly (link is external),"
60420,Livingston,Illinois,"Adam Kinzinger (link is external),"
60421,Will,Illinois,"Bobby L. Rush, Bill Foster, Adam Kinzinger,"
60422,Cook,Illinois,"Robin L. Kelly (link is external),"
60423,Will,Illinois,"Bobby L. Rush, Robin L. Kelly,"
60424,Grundy,Illinois,"Robin L. Kelly, Adam Kinzinger,"
60425,Cook,Illinois,"Robin L. Kelly (link is external),"
60426,Cook,Illinois,"Bobby L. Rush, Robin L. Kelly,"
60428,Cook,Illinois,"Bobby L. Rush, Robin L. Kelly,"
60429,Cook,Illinois,"Robin L. Kelly (link is external),"
60430,Cook,Illinois,"Robin L. Kelly (link is external),"
60431,Will,Illinois,"Bill Foster, Lauren Underwood,"
60432,Will,Illinois,"Daniel Lipinski, Bill Foster,"
60433,Will,Illinois,"Bobby L. Rush, Bill Foster,"
60434,Will,Illinois,"Bill Foster (link is external),"
60435,Will,Illinois,"Daniel Lipinski, Bill Foster,"
60436,Will,Illinois,"Bill Foster, Adam Kinzinger,"
60437,Grundy,Illinois,"Adam Kinzinger (link is external),"
60438,Cook,Illinois,"Robin L. Kelly (link is external),"
60439,Cook,Illinois,"Daniel Lipinski, Bill Foster,"
60440,Will,Illinois,"Bill Foster (link is external),"
60441,Will,Illinois,"Daniel Lipinski, Bill Foster,"
60442,Will,Illinois,"Bobby L. Rush, Robin L. Kelly, Bill Foster, Adam Kinzinger,"
60443,Cook,Illinois,"Robin L. Kelly (link is external),"
60444,Grundy,Illinois,"Adam Kinzinger (link is external),"
60445,Cook,Illinois,"Bobby L. Rush (link is external),"
60446,Will,Illinois,"Daniel Lipinski, Bill Foster,"
60447,Grundy,Illinois,"Bill Foster, Lauren Underwood, Adam Kinzinger,"
60448,Will,Illinois,"Bobby L. Rush, Daniel Lipinski, Bill Foster,"
60449,Will,Illinois,"Bobby L. Rush, Robin L. Kelly,"
60450,Grundy,Illinois,"Lauren Underwood, Adam Kinzinger,"
60451,Will,Illinois,"Bobby L. Rush, Daniel Lipinski, Bill Foster,"
60452,Cook,Illinois,"Bobby L. Rush (link is external),"
60453,Cook,Illinois,"Bobby L. Rush, Daniel Lipinski,"
60454,Cook,Illinois,"Daniel Lipinski (link is external),"
60455,Cook,Illinois,"Daniel Lipinski (link is external),"
60456,Cook,Illinois,"Daniel Lipinski (link is external),"
60457,Cook,Illinois,"Daniel Lipinski (link is external),"
60458,Cook,Illinois,"Daniel Lipinski (link is external),"
60459,Cook,Illinois,"Daniel Lipinski (link is external),"
60460,Livingston,Illinois,"Adam Kinzinger (link is external),"
60461,Cook,Illinois,"Robin L. Kelly (link is external),"
60462,Cook,Illinois,"Bobby L. Rush, Daniel Lipinski,"
60463,Cook,Illinois,"Bobby L. Rush, Daniel Lipinski,"
60464,Cook,Illinois,"Bobby L. Rush, Daniel Lipinski,"
60465,Cook,Illinois,"Daniel Lipinski (link is external),"
60466,Cook,Illinois,"Robin L. Kelly (link is external),"
60467,Cook,Illinois,"Bobby L. Rush, Daniel Lipinski,"
60468,Will,Illinois,"Bobby L. Rush, Robin L. Kelly,"
60469,Cook,Illinois,"Bobby L. Rush (link is external),"
60470,La Salle,Illinois,"Adam Kinzinger (link is external),"
60471,Cook,Illinois,"Robin L. Kelly (link is external),"
60472,Cook,Illinois,"Bobby L. Rush (link is external),"
60473,Cook,Illinois,"Robin L. Kelly (link is external),"
60474,Grundy,Illinois,"Adam Kinzinger (link is external),"
60475,Cook,Illinois,"Robin L. Kelly (link is external),"
60476,Cook,Illinois,"Robin L. Kelly (link is external),"
60477,Cook,Illinois,"Bobby L. Rush, Robin L. Kelly, Daniel Lipinski,"
60478,Cook,Illinois,"Bobby L. Rush, Robin L. Kelly,"
60479,Grundy,Illinois,"Adam Kinzinger (link is external),"
60480,Cook,Illinois,"Daniel Lipinski, Bill Foster,"
60481,Will,Illinois,"Robin L. Kelly, Adam Kinzinger,"
60482,Cook,Illinois,"Bobby L. Rush, Daniel Lipinski,"
60483,Cook,Illinois,
60487,Cook,Illinois,"Bobby L. Rush, Daniel Lipinski,"
60490,Will,Illinois,"Bill Foster, Lauren Underwood,"
60491,Will,Illinois,"Daniel Lipinski (link is external),"
60499,Cook,Illinois,"Daniel Lipinski (link is external),"
60501,Cook,Illinois,"Daniel Lipinski (link is external),"
60502,Dupage,Illinois,"Bill Foster, Lauren Underwood,"
60503,Dupage,Illinois,"Bill Foster, Lauren Underwood,"
60504,Dupage,Illinois,"Bill Foster (link is external),"
60505,Kane,Illinois,"Bill Foster (link is external),"
60506,Kane,Illinois,"Bill Foster, Lauren Underwood,"
60507,Kane,Illinois,"Bill Foster (link is external),"
60510,Kane,Illinois,"Bill Foster, Lauren Underwood,"
60511,Kane,Illinois,"Lauren Underwood (link is external),"
60512,Kendall,Illinois,"Bill Foster, Lauren Underwood,"
60513,Cook,Illinois,"Daniel Lipinski, Jesús G. ""Chuy"" García, Danny K. Davis,"
60514,Dupage,Illinois,"Sean Casten (link is external),"
60515,Dupage,Illinois,"Sean Casten, Bill Foster,"
60516,Dupage,Illinois,"Sean Casten, Bill Foster,"
60517,Dupage,Illinois,"Daniel Lipinski, Bill Foster,"
60518,La Salle,Illinois,"Adam Kinzinger (link is external),"
60519,Dupage,Illinois,"Bill Foster (link is external),"
60520,Dekalb,Illinois,"Lauren Underwood, Adam Kinzinger,"
60521,Dupage,Illinois,"Daniel Lipinski, Mike Quigley, Sean Casten,"
60522,Dupage,Illinois,"Mike Quigley (link is external),"
60523,Dupage,Illinois,"Mike Quigley, Sean Casten, Raja Krishnamoorthi,"
60525,Cook,Illinois,"Daniel Lipinski, Jesús G. ""Chuy"" García, Mike Quigley, Bill Foster,"
60526,Cook,Illinois,"Daniel Lipinski, Jesús G. ""Chuy"" García, Mike Quigley, Danny K. Davis,"
60527,Dupage,Illinois,"Daniel Lipinski, Sean Casten, Bill Foster,"
60530,Lee,Illinois,"Adam Kinzinger (link is external),"
60531,La Salle,Illinois,"Adam Kinzinger (link is external),"
60532,Dupage,Illinois,"Sean Casten, Bill Foster,"
60534,Cook,Illinois,"Daniel Lipinski, Jesús G. ""Chuy"" García,"
60536,Kendall,Illinois,"Lauren Underwood (link is external),"
60537,Kendall,Illinois,"Lauren Underwood, Adam Kinzinger,"
60538,Kendall,Illinois,"Bill Foster, Lauren Underwood,"
60539,Kane,Illinois,"Lauren Underwood (link is external),"
60540,Dupage,Illinois,"Sean Casten, Bill Foster,"
60541,Kendall,Illinois,"Lauren Underwood, Adam Kinzinger,"
60542,Kane,Illinois,"Bill Foster, Lauren Underwood,"
60543,Kendall,Illinois,"Bill Foster, Lauren Underwood,"
60544,Will,Illinois,"Bill Foster, Lauren Underwood,"
60545,Kendall,Illinois,"Lauren Underwood (link is external),"
60546,Cook,Illinois,"Daniel Lipinski, Jesús G. ""Chuy"" García, Danny K. Davis,"
60548,Dekalb,Illinois,"Lauren Underwood, Adam Kinzinger,"
60549,La Salle,Illinois,"Adam Kinzinger (link is external),"
60550,Dekalb,Illinois,"Adam Kinzinger (link is external),"
60551,La Salle,Illinois,"Adam Kinzinger (link is external),"
60552,Dekalb,Illinois,"Lauren Underwood, Adam Kinzinger,"
60553,Lee,Illinois,"Adam Kinzinger (link is external),"
60554,Kane,Illinois,"Lauren Underwood (link is external),"
60555,Dupage,Illinois,"Sean Casten, Lauren Underwood,"
60556,Dekalb,Illinois,"Lauren Underwood, Adam Kinzinger,"
60557,La Salle,Illinois,"Adam Kinzinger (link is external),"
60558,Cook,Illinois,"Daniel Lipinski, Mike Quigley,"
60559,Dupage,Illinois,"Sean Casten (link is external),"
60560,Kendall,Illinois,"Bill Foster, Lauren Underwood,"
60561,Dupage,Illinois,"Daniel Lipinski, Sean Casten, Bill Foster,"
60563,Dupage,Illinois,"Sean Casten, Bill Foster, Lauren Underwood,"
60564,Will,Illinois,"Bill Foster, Lauren Underwood,"
60565,Dupage,Illinois,"Bill Foster, Lauren Underwood,"
60566,Dupage,Illinois,"Bill Foster (link is external),"
60567,Dupage,Illinois,"Bill Foster, Lauren Underwood,"
60568,Kane,Illinois,"Bill Foster (link is external),"
60570,Dupage,Illinois,
60572,Dupage,Illinois,"Bill Foster (link is external),"
60585,Will,Illinois,"Bill Foster, Lauren Underwood,"
60586,Will,Illinois,"Bill Foster (link is external),"
60597,Dupage,Illinois,
60598,Dupage,Illinois,"Bill Foster (link is external),"
60599,Dupage,Illinois,"Bill Foster (link is external),"
60601,Cook,Illinois,"Danny K. Davis (link is external),"
60602,Cook,Illinois,"Danny K. Davis (link is external),"
60603,Cook,Illinois,"Danny K. Davis (link is external),"
60604,Cook,Illinois,"Danny K. Davis (link is external),"
60605,Cook,Illinois,"Danny K. Davis (link is external),"
60606,Cook,Illinois,"Danny K. Davis (link is external),"
60607,Cook,Illinois,"Danny K. Davis (link is external),"
60608,Cook,Illinois,"Daniel Lipinski, Jesús G. ""Chuy"" García, Danny K. Davis,"
60609,Cook,Illinois,"Bobby L. Rush, Daniel Lipinski, Jesús G. ""Chuy"" García, Danny K. Davis,"
60610,Cook,Illinois,"Robin L. Kelly, Mike Quigley, Danny K. Davis,"
60611,Cook,Illinois,"Danny K. Davis (link is external),"
60612,Cook,Illinois,"Bobby L. Rush, Mike Quigley, Danny K. Davis,"
60613,Cook,Illinois,"Mike Quigley, Janice D. Schakowsky,"
60614,Cook,Illinois,"Jesús G. ""Chuy"" García, Mike Quigley, Danny K. Davis, Janice D. Schakowsky,"
60615,Cook,Illinois,"Bobby L. Rush, Robin L. Kelly, Daniel Lipinski, Jesús G. ""Chuy"" García, Danny K. Davis,"
60616,Cook,Illinois,"Bobby L. Rush, Daniel Lipinski, Jesús G. ""Chuy"" García, Danny K. Davis,"
60617,Cook,Illinois,"Bobby L. Rush, Robin L. Kelly,"
60618,Cook,Illinois,"Jesús G. ""Chuy"" García, Mike Quigley, Danny K. Davis,"
60619,Cook,Illinois,"Bobby L. Rush (link is external),"
60620,Cook,Illinois,"Bobby L. Rush, Daniel Lipinski,"
60621,Cook,Illinois,"Bobby L. Rush, Danny K. Davis,"
60622,Cook,Illinois,"Jesús G. ""Chuy"" García, Mike Quigley, Danny K. Davis,"
60623,Cook,Illinois,"Jesús G. ""Chuy"" García, Danny K. Davis,"
60624,Cook,Illinois,"Danny K. Davis (link is external),"
60625,Cook,Illinois,"Jesús G. ""Chuy"" García, Mike Quigley,"
60626,Cook,Illinois,"Danny K. Davis, Janice D. Schakowsky,"
60628,Cook,Illinois,"Bobby L. Rush, Robin L. Kelly,"
60629,Cook,Illinois,"Bobby L. Rush, Daniel Lipinski, Jesús G. ""Chuy"" García, Danny K. Davis, Janice D. Schakowsky,"
60630,Cook,Illinois,"Daniel Lipinski, Jesús G. ""Chuy"" García, Mike Quigley, Danny K. Davis,"
60631,Cook,Illinois,"Mike Quigley, Janice D. Schakowsky,"
60632,Cook,Illinois,"Daniel Lipinski, Jesús G. ""Chuy"" García,"
60633,Cook,Illinois,"Robin L. Kelly (link is external),"
60634,Cook,Illinois,"Jesús G. ""Chuy"" García, Mike Quigley,"
60636,Cook,Illinois,"Bobby L. Rush, Danny K. Davis,"
60637,Cook,Illinois,"Bobby L. Rush, Robin L. Kelly, Danny K. Davis, Janice D. Schakowsky,"
60638,Cook,Illinois,"Daniel Lipinski (link is external),"
60639,Cook,Illinois,"Jesús G. ""Chuy"" García, Mike Quigley, Danny K. Davis,"
60640,Cook,Illinois,"Mike Quigley, Danny K. Davis, Janice D. Schakowsky,"
60641,Cook,Illinois,"Jesús G. ""Chuy"" García, Mike Quigley,"
60643,Cook,Illinois,"Bobby L. Rush, Daniel Lipinski,"
60644,Cook,Illinois,"Jesús G. ""Chuy"" García, Danny K. Davis,"
60645,Cook,Illinois,"Janice D. Schakowsky (link is external),"
60646,Cook,Illinois,"Mike Quigley, Janice D. Schakowsky,"
60647,Cook,Illinois,"Jesús G. ""Chuy"" García, Mike Quigley, Danny K. Davis, Janice D. Schakowsky,"
60649,Cook,Illinois,"Bobby L. Rush, Robin L. Kelly, Danny K. Davis, Janice D. Schakowsky,"
60651,Cook,Illinois,"Jesús G. ""Chuy"" García, Danny K. Davis,"
60652,Cook,Illinois,"Bobby L. Rush, Daniel Lipinski,"
60653,Cook,Illinois,"Bobby L. Rush, Daniel Lipinski, Danny K. Davis,"
60654,Cook,Illinois,"Danny K. Davis (link is external),"
60655,Cook,Illinois,"Bobby L. Rush, Daniel Lipinski,"
60656,Cook,Illinois,"Mike Quigley, Janice D. Schakowsky,"
60657,Cook,Illinois,"Mike Quigley, Janice D. Schakowsky,"
60659,Cook,Illinois,"Mike Quigley, Danny K. Davis, Janice D. Schakowsky,"
60660,Cook,Illinois,"Mike Quigley, Janice D. Schakowsky,"
60661,Cook,Illinois,"Danny K. Davis (link is external),"
60663,Cook,Illinois,
60664,Cook,Illinois,"Danny K. Davis (link is external),"
60666,Cook,Illinois,"Mike Quigley (link is external),"
60668,Cook,Illinois,"Danny K. Davis (link is external),"
60669,Cook,Illinois,"Danny K. Davis (link is external),"
60670,Cook,Illinois,"Danny K. Davis (link is external),"
60673,Cook,Illinois,"Danny K. Davis (link is external),"
60674,Cook,Illinois,"Danny K. Davis (link is external),"
60675,Cook,Illinois,"Danny K. Davis (link is external),"
60677,Cook,Illinois,"Danny K. Davis (link is external),"
60678,Cook,Illinois,"Danny K. Davis (link is external),"
60679,Cook,Illinois,
60680,Cook,Illinois,"Danny K. Davis (link is external),"
60681,Cook,Illinois,"Danny K. Davis (link is external),"
60682,Cook,Illinois,"Danny K. Davis (link is external),"
60684,Cook,Illinois,"Danny K. Davis (link is external),"
60685,Cook,Illinois,"Danny K. Davis (link is external),"
60686,Cook,Illinois,"Danny K. Davis (link is external),"
60687,Cook,Illinois,"Danny K. Davis (link is external),"
60688,Cook,Illinois,"Mike Quigley (link is external),"
60689,Cook,Illinois,"Danny K. Davis (link is external),"
60690,Cook,Illinois,"Danny K. Davis (link is external),"
60691,Cook,Illinois,"Danny K. Davis (link is external),"
60693,Cook,Illinois,"Danny K. Davis (link is external),"
60694,Cook,Illinois,"Danny K. Davis (link is external),"
60695,Cook,Illinois,"Danny K. Davis (link is external),"
60696,Cook,Illinois,"Danny K. Davis (link is external),"
60697,Cook,Illinois,"Danny K. Davis (link is external),"
60699,Cook,Illinois,"Danny K. Davis (link is external),"
60701,Cook,Illinois,"Mike Quigley (link is external),"
60706,Cook,Illinois,"Mike Quigley (link is external),"
60707,Cook,Illinois,"Jesús G. ""Chuy"" García, Mike Quigley, Danny K. Davis,"
60712,Cook,Illinois,"Janice D. Schakowsky (link is external),"
60714,Cook,Illinois,"Mike Quigley, Janice D. Schakowsky, Bradley Scott Schneider,"
60803,Cook,Illinois,"Bobby L. Rush, Daniel Lipinski,"
60804,Cook,Illinois,"Daniel Lipinski, Jesús G. ""Chuy"" García, Danny K. Davis,"
60805,Cook,Illinois,"Bobby L. Rush (link is external),"
60827,Cook,Illinois,"Bobby L. Rush, Robin L. Kelly,"
60901,Kankakee,Illinois,"Robin L. Kelly (link is external),"
60910,Kankakee,Illinois,"Robin L. Kelly (link is external),"
60911,Iroquois,Illinois,"Adam Kinzinger (link is external),"
60912,Iroquois,Illinois,"Adam Kinzinger (link is external),"
